CIDADE,ESTADO,QUANTIDADE_DE_INDICACOES,LAT,LON
INIMUTABA,MINAS GERAIS        ,3,-18.7301732,-44.3623971
IPABA,MINAS GERAIS        ,2,-19.411389,-42.42
IPAMERI,GOIAS               ,3,-17.7215439,-48.158118
IPATINGA,MINAS GERAIS        ,12,-19.4777807,-42.5270802
IPAUSSU,SAO PAULO           ,1,-23.0544285,-49.6264306
IPIGUA,SAO PAULO           ,1,-20.657282,-49.3881146
IPIRANGA,PARANA,3,-25.0239759,-50.5854615
IPIRANGA DO NORTE,MATO GROSSO         ,2,-12.2408004,-56.1531011
IPORA,GOIAS               ,2,-16.4407981,-51.1181188
IPORA DO OESTE,SANTA CATARINA,1,-26.9884305,-53.5345628
IPORANGA,SAO PAULO           ,6,-24.5843214,-48.594028
IPU,CEARA               ,1,-4.3239824,-40.7097463
IPUA,SAO PAULO           ,2,-20.4441839,-48.012504
IPUIUNA,MINAS GERAIS        ,2,-22.0993203,-46.1896557
IPUMIRIM,SANTA CATARINA,2,-27.0762287,-52.135736
IRACEMAPOLIS,SAO PAULO           ,2,-22.5869091,-47.5160966
IRAI,RIO GRANDE DO SUL,1,-27.1955392,-53.256791
IRANI,SANTA CATARINA,4,-27.0230476,-51.9010675
IRATI,PARANA,36,-25.469663,-50.649287
IRINEOPOLIS,SANTA CATARINA,2,-26.242006,-50.795687
IRITUIA,PARA                ,1,-1.7709543,-47.4399687
IRUPI,ESPIRITO SANTO      ,5,-20.346479,-41.6392581
ITA,SANTA CATARINA,5,-27.275006,-52.3381725
ITABAIANA,SERGIPE             ,1,-10.6856197,-37.4270517
ITABERA,SAO PAULO           ,1,-23.8621345,-49.1398926
ITABERABA,BAHIA               ,2,-12.524182,-40.305897
ITABIRA,MINAS GERAIS        ,21,-19.6190169,-43.226248
ITABIRITO,MINAS GERAIS        ,13,-20.2519724,-43.8029171
ITABUNA,BAHIA               ,5,-14.793173,-39.2750341
ITACARAMBI,MINAS GERAIS        ,3,-15.1,-44.092222
ITACOATIARA,AMAZONAS            ,2,-3.1477898,-58.4461041
ITAGUAI,RIO DE JANEIRO      ,6,-22.8122697,-43.823563
ITAGUARA,MINAS GERAIS        ,5,-20.391389,-44.488055
ITAGUARI,GOIAS               ,1,-15.9180439,-49.6070841
ITAI,SAO PAULO           ,2,-23.4172598,-49.0935788
ITAIOPOLIS,SANTA CATARINA,1,-26.3391899,-49.9071983
ITAITINGA,CEARA               ,1,-3.965768,-38.529763
ITAJAI,SANTA CATARINA,9,-26.9046787,-48.6552979
ITAJOBI,SAO PAULO           ,9,-21.312294,-49.0596336
ITAJUBA,MINAS GERAIS        ,15,-22.4238234,-45.4524156
ITAMARAJU,BAHIA               ,1,-17.0340092,-39.5315525
ITAMARANDIBA,MINAS GERAIS        ,1,-17.8574369,-42.8596742
ITAMBACURI,MINAS GERAIS        ,2,-18.0391974,-41.6751876
ITAMBE DO MATO DENTRO,MINAS GERAIS        ,3,-19.4144399,-43.3223059
ITAMOGI,MINAS GERAIS        ,1,-21.0793213,-47.048612
ITAMONTE,MINAS GERAIS        ,1,-22.2830726,-44.8695785
ITANHAEM,SAO PAULO           ,13,-24.1833421,-46.7896229
ITANHANDU,MINAS GERAIS        ,5,-22.2957913,-44.9366732
ITANHOMI,MINAS GERAIS        ,1,-19.171111,-41.864167
ITAOBIM,MINAS GERAIS        ,1,-16.5614934,-41.502275
ITAOCA,SAO PAULO           ,3,-24.6409691,-48.8410159
ITAPACI,GOIAS               ,3,-14.9522349,-49.5511221
ITAPARICA,BAHIA               ,3,-12.8936023,-38.6798141
ITAPECERICA,MINAS GERAIS        ,5,-20.472778,-45.125556
ITAPECERICA DA SERRA,SAO PAULO           ,13,-23.7176303,-46.8492435
ITAPEMA,SANTA CATARINA,1,-27.09472,-48.6137778
ITAPERUNA,RIO DE JANEIRO      ,6,-21.215816,-41.879813
ITAPETINGA,BAHIA               ,2,-15.2454478,-40.2460053
ITAPETININGA,SAO PAULO           ,11,-23.588607,-48.048326
ITAPEVA,SAO PAULO           ,11,-23.9849105,-48.8803886
ITAPEVI,SAO PAULO           ,5,-23.54888,-46.933889
ITAPIRA,SAO PAULO           ,10,-22.436111,-46.821667
ITAPOA,SANTA CATARINA,4,-26.1162431,-48.6180177
ITAPOLIS,SAO PAULO           ,3,-21.5958368,-48.8122696
ITAPORA,MATO GROSSO DO SUL  ,4,-22.0799142,-54.7874239
ITAPORANGA,SAO PAULO           ,2,-23.7066252,-49.4895934
ITAPUI,SAO PAULO           ,1,-22.2346755,-48.7189744
ITAPURA,SAO PAULO           ,1,-20.6435211,-51.5084479
ITAPURANGA,GOIAS               ,1,-15.5605889,-49.9489571
ITAQUAQUECETUBA,SAO PAULO           ,23,-23.4754492,-46.3514033
ITAQUI,RIO GRANDE DO SUL,2,-29.1222037,-56.5551258
ITARANA,ESPIRITO SANTO      ,7,-19.8748185,-40.8762716
ITARANTIM,BAHIA               ,1,-15.654591,-40.0601332
ITARARE,SAO PAULO           ,1,-24.1145368,-49.3352464
ITATIAIA,RIO DE JANEIRO      ,4,-22.4955278,-44.5633108
ITATIBA,SAO PAULO           ,21,-23.0055542,-46.8397726
ITATIM,BAHIA               ,1,-12.7073174,-39.6974476
ITAU DE MINAS,MINAS GERAIS        ,6,-20.739722,-46.752222
ITAUNA,MINAS GERAIS        ,4,-20.075556,-44.576389
ITINGA,MINAS GERAIS        ,2,-16.6066757,-41.7702077
ITIRUCU,BAHIA               ,1,-13.5338389,-40.1502444
ITOBI,SAO PAULO           ,3,-21.730853,-46.9743
ITORORO,BAHIA               ,3,-15.1179764,-40.0680738
ITU,SAO PAULO           ,25,-23.2637798,-47.2998462
ITUIUTABA,MINAS GERAIS        ,1,-18.9691887,-49.4639335
ITURAMA,MINAS GERAIS        ,7,-19.7272733,-50.193488
ITUTINGA,MINAS GERAIS        ,9,-21.297383,-44.6575084
ITUVERAVA,SAO PAULO           ,4,-20.3366604,-47.7797924
IVATE,PARANA,1,-23.4084656,-53.3698352
IVINHEMA,MATO GROSSO DO SUL  ,1,-22.302254,-53.8276006
IVORA,RIO GRANDE DO SUL,2,-29.5196814,-53.5804505
JABOATAO DOS GUARARAPES,PERNAMBUCO          ,3,-8.1752476,-34.9468716
JABOTICABAL,SAO PAULO           ,8,-21.252037,-48.325223
JABOTICATUBAS,MINAS GERAIS        ,7,-19.521667,-43.745277
JACARACI,BAHIA               ,12,-14.8457532,-42.4328959
JACAREI,SAO PAULO           ,32,-23.3050682,-45.9723075
JACAREZINHO,PARANA,6,-23.1590428,-49.9739664
JACINTO,MINAS GERAIS        ,1,-16.143722,-40.2914847
JACINTO MACHADO,SANTA CATARINA,1,-28.999338,-49.7603204
JACUI,MINAS GERAIS        ,1,-21.0169567,-46.7458301
JACUTINGA,MINAS GERAIS        ,2,-22.285833,-46.612222
JAGUAPITA,PARANA,2,-23.1102516,-51.5327741
JAGUARE,ESPIRITO SANTO      ,1,-18.9058375,-40.0710964
JAGUARIAIVA,PARANA,3,-24.2589699,-49.7201518
JAGUARIUNA,SAO PAULO           ,4,-22.70374,-46.985062
JAIBA,MINAS GERAIS        ,1,-15.3373744,-43.6734439
JAMBEIRO,SAO PAULO           ,1,-23.2556416,-45.6919926
JANAUBA,MINAS GERAIS        ,15,-15.8103735,-43.3052119
JANUARIA,MINAS GERAIS        ,4,-15.4875,-44.361111
JAPERI,RIO DE JANEIRO      ,1,-22.6427642,-43.6533831
JAPONVAR,MINAS GERAIS        ,2,-15.9980389,-44.2755057
JARAGUA DO SUL,SANTA CATARINA,15,-26.4897432,-49.0778063
JARDIM,MATO GROSSO DO SUL  ,2,-21.479941,-56.148902
JARDIM ALEGRE,PARANA,4,-24.1795192,-51.6927177
JARDINOPOLIS,SAO PAULO           ,2,-21.0255126,-47.7706807
JARINU,SAO PAULO           ,1,-23.0949649,-46.7148565
JATAI,GOIAS               ,9,-17.8856178,-51.7202967
JAU,SAO PAULO           ,9,-22.293585,-48.559193
JAURU,MATO GROSSO         ,2,-15.3407762,-58.8683137
JECEABA,MINAS GERAIS        ,5,-20.5353816,-43.983346
JEQUIE,BAHIA               ,4,-13.8604033,-40.0719627
JERIQUARA,SAO PAULO           ,3,-20.3104773,-47.5915669
JESUANIA,MINAS GERAIS        ,3,-21.997777,-45.290833
JESUITAS,PARANA,1,-24.3807263,-53.3855699
JESUPOLIS,GOIAS               ,2,-15.9545513,-49.3748004
JIJOCA DE JERICOACOARA,CEARA               ,4,-2.8986278,-40.4506081
JOAIMA,MINAS GERAIS        ,2,-16.6550626,-41.0251754
JOAO CAMARA,RIO GRANDE DO NORTE ,2,-5.5349637,-35.8150811
JOAO MONLEVADE,MINAS GERAIS        ,33,-19.809444,-43.173334
JOAO NEIVA,ESPIRITO SANTO      ,5,-19.7570307,-40.3856633
JOAO PESSOA,PARAIBA             ,42,-7.1215981,-34.882028
JOAO PINHEIRO,MINAS GERAIS        ,2,-17.742777,-46.175278
JOAQUIM FELICIO,MINAS GERAIS        ,2,-17.7602437,-44.1701635
JOAQUIM TAVORA,PARANA,1,-23.4999724,-49.9232545
JOINVILLE,SANTA CATARINA,24,-26.3044898,-48.8486726
JOSE BONIFACIO,SAO PAULO           ,2,-21.055062,-49.689233
JOVIANIA,GOIAS               ,2,-17.8063651,-49.623645
JUARA,MATO GROSSO         ,3,-11.2535587,-57.5080072
JUATUBA,MINAS GERAIS        ,3,-19.954001,-44.3407921
JUAZEIRO,BAHIA               ,3,-9.4336959,-40.5068201
JUAZEIRO DO NORTE,CEARA               ,16,-7.2153453,-39.3153336
JUCURUTU,RIO GRANDE DO NORTE ,2,-6.0343518,-37.0186249
JUIZ DE FORA,MINAS GERAIS        ,115,-21.7609533,-43.3501129
JUMIRIM,SAO PAULO           ,2,-23.0843839,-47.7882279
JUNDIAI,SAO PAULO           ,63,-23.1887668,-46.884506
JUNQUEIROPOLIS,SAO PAULO           ,4,-21.5109531,-51.4351505
JUQUIA,SAO PAULO           ,5,-24.3172209,-47.6355618
JUQUITIBA,SAO PAULO           ,6,-23.932346,-47.0714217
JUSSARA,PARANA,25,-23.621931,-52.46931
KALORE,PARANA,3,-23.8242643,-51.6683666
LAGAMAR,MINAS GERAIS        ,3,-18.1789844,-46.8077038
LAGES,SANTA CATARINA,4,-27.8165664,-50.325883
LAGOA DA PRATA,MINAS GERAIS        ,93,-20.022778,-45.5440462
LAGOA DOURADA,MINAS GERAIS        ,1,-20.914444,-44.077778
LAGOA FORMOSA,MINAS GERAIS        ,9,-18.7741896,-46.4082511
LAGOA SANTA,MINAS GERAIS        ,8,-19.6357376,-43.8966132
LAGOA SECA,PARAIBA             ,4,-7.157099,-35.8542023
LAGOINHA,SAO PAULO           ,1,-23.0898337,-45.1903825
LAJE DO MURIAE,RIO DE JANEIRO      ,4,-21.2082595,-42.1226959
LAJEADO,RIO GRANDE DO SUL,2,-29.4671522,-51.9624046
LAJEDO,PERNAMBUCO          ,1,-8.657914,-36.329336
LAJINHA,MINAS GERAIS        ,2,-20.1520595,-41.6240623
LAMBARI,MINAS GERAIS        ,6,-21.9754009,-45.3505415
LAPA,PARANA,5,-25.76709,-49.716777
LARANJA DA TERRA,ESPIRITO SANTO      ,1,-19.9000548,-41.0567612
LARANJAL,MINAS GERAIS        ,2,-21.365278,-42.477778
LARANJAL,PARANA,2,-24.8909736,-52.4726747
LARANJAL PAULISTA,SAO PAULO           ,9,-23.0514764,-47.8370125
LARANJEIRAS DO SUL,PARANA,2,-25.4073197,-52.4150132
LAURO DE FREITAS,BAHIA               ,7,-12.89242,-38.3127691
LAURO MULLER,SANTA CATARINA,1,-28.3942244,-49.3975402
LAVRAS,MINAS GERAIS        ,25,-21.2425512,-44.9991978
LEANDRO FERREIRA,MINAS GERAIS        ,1,-19.7169632,-45.0245003
LEME,SAO PAULO           ,25,-22.1844807,-47.385295
LENCOIS PAULISTA,SAO PAULO           ,3,-22.6029897,-48.8031367
LEOPOLDINA,MINAS GERAIS        ,8,-21.5314282,-42.6403534
LICINIO DE ALMEIDA,BAHIA               ,1,-14.6835152,-42.5064545
LIMA DUARTE,MINAS GERAIS        ,8,-21.842777,-43.792777
LIMEIRA,SAO PAULO           ,22,-22.5615068,-47.401766
LIMEIRA DO OESTE,MINAS GERAIS        ,7,-19.5521959,-50.5772673
LINHARES,ESPIRITO SANTO      ,8,-19.3796775,-40.0610087
LINS,SAO PAULO           ,2,-21.6741873,-49.7518932
LONDRINA,PARANA,72,-23.3112878,-51.1595023
LORENA,SAO PAULO           ,18,-22.7367652,-45.1070876
LOUVEIRA,SAO PAULO           ,1,-23.08639,-46.95056
LUCAS DO RIO VERDE,MATO GROSSO         ,1,-13.0664609,-55.9196711
LUCELIA,SAO PAULO           ,3,-21.7211293,-51.0188
LUCIANOPOLIS,SAO PAULO           ,1,-22.4310459,-49.5219241
LUIS ANTONIO,SAO PAULO           ,1,-21.5456242,-47.7813726
LUIZ ALVES,SANTA CATARINA,1,-26.7118577,-48.9126756
LUIZIANIA,SAO PAULO           ,1,-21.6763356,-50.3269863
LUMINARIAS,MINAS GERAIS        ,1,-21.5112256,-44.903813
LUZ,MINAS GERAIS        ,12,-19.7903123,-45.6818948
LUZIANIA,GOIAS               ,10,-16.2535456,-47.9500276
MACAE,RIO DE JANEIRO      ,9,-22.2828305,-41.9649091
MACAIBA,RIO GRANDE DO NORTE ,1,-5.8561372,-35.3523774
MACAJUBA,BAHIA               ,3,-12.1378565,-40.3591349
MACAPA,AMAPA               ,3,0.0401529,-51.0569588
MACAUBAS,BAHIA               ,3,-13.0174846,-42.6882221
MACEIO,ALAGOAS             ,58,-9.6476843,-35.7339264
MACHADO,MINAS GERAIS        ,8,-21.6762861,-45.9211696
MACUCO,RIO DE JANEIRO      ,1,-21.9849747,-42.2539464
MADALENA,CEARA               ,2,-4.8542961,-39.5766436
MADRE DE DEUS,BAHIA               ,1,-12.7424741,-38.6152913
MADRE DE DEUS DE MINAS,MINAS GERAIS        ,2,-21.482223,-44.329723
MAFRA,SANTA CATARINA,4,-26.1150943,-49.8035982
MAGE,RIO DE JANEIRO      ,7,-22.6042779,-43.1081091
MAIRINQUE,SAO PAULO           ,5,-23.5401247,-47.1846323
MAIRIPORA,SAO PAULO           ,13,-23.3190348,-46.5876377
MAJOR ISIDORO,ALAGOAS             ,3,-9.5045503,-37.0293521
MAJOR VIEIRA,SANTA CATARINA,2,-26.3654856,-50.3272634
MALACACHETA,MINAS GERAIS        ,2,-17.8428204,-42.0786194
MAMANGUAPE,PARAIBA             ,2,-6.833698,-35.121316
MAMBAI,GOIAS               ,6,-14.4970828,-46.1115108
MANAUS,AMAZONAS            ,37,-3.1316333,-59.9825041
MANGARATIBA,RIO DE JANEIRO      ,4,-22.9415964,-44.1181916
MANGUEIRINHA,PARANA,4,-25.9412009,-52.1740852
MANHUACU,MINAS GERAIS        ,10,-20.2574434,-42.0340769
MANHUMIRIM,MINAS GERAIS        ,2,-20.3599141,-41.9554606
MANTENOPOLIS,ESPIRITO SANTO      ,2,-18.8626177,-41.1224012
MARACAI,SAO PAULO           ,4,-22.6112679,-50.6670685
MARACAJU,MATO GROSSO DO SUL  ,2,-21.6163005,-55.164605
MARACANAU,CEARA               ,4,-3.8779438,-38.6247697
MARANGUAPE,CEARA               ,4,-3.8922967,-38.6835427
MARAPANIM,PARA                ,1,-0.7134493,-47.6985381
MARATAIZES,ESPIRITO SANTO      ,2,-21.0443673,-40.8272204
MARAU,RIO GRANDE DO SUL,9,-28.4493053,-52.2002156
MARAVILHAS,MINAS GERAIS        ,2,-19.515278,-44.676389
MARECHAL CANDIDO RONDON,PARANA,2,-24.5582532,-54.0587821
MARECHAL DEODORO,ALAGOAS             ,8,-9.709715,-35.896731
MARECHAL FLORIANO,ESPIRITO SANTO      ,5,-20.4124966,-40.6749858
MARI,PARAIBA             ,9,-7.0580611,-35.3184163
MARIA HELENA,PARANA,2,-23.6139395,-53.206135
MARIALVA,PARANA,1,-23.4820987,-51.795788
MARIANA,MINAS GERAIS        ,18,-20.3781468,-43.4174862
MARIAPOLIS,SAO PAULO           ,1,-21.7966708,-51.1831475
MARIBONDO,ALAGOAS             ,1,-9.5808649,-36.3040574
MARICA,RIO DE JANEIRO      ,8,-22.9088759,-42.8171914
MARILAC,MINAS GERAIS        ,1,-18.5075,-42.080278
MARILANDIA,ESPIRITO SANTO      ,4,-19.4117824,-40.5442916
MARILANDIA DO SUL,PARANA,1,-23.7462425,-51.3021452
MARILENA,PARANA,2,-22.7358333,-53.04
MARILIA,SAO PAULO           ,10,-22.2172002,-49.9500061
MARINGA,PARANA,22,-23.425269,-51.9382078
MARIO CAMPOS,MINAS GERAIS        ,1,-20.0511,-44.1858
MARIPA DE MINAS,MINAS GERAIS        ,3,-21.6975,-42.959167
MARMELEIRO,PARANA,1,-26.1472,-53.026741
MARTINOPOLE,CEARA               ,1,-3.2235114,-40.6958832
MARTINOPOLIS,SAO PAULO           ,2,-22.146153,-51.170949
MARTINS SOARES,MINAS GERAIS        ,3,-20.2574182,-41.8771753
MASSARANDUBA,SANTA CATARINA,3,-26.610868,-49.005351
MATAO,SAO PAULO           ,8,-21.6033611,-48.3660603
MATELANDIA,PARANA,7,-25.2404183,-53.9835004
MATERLANDIA,MINAS GERAIS        ,2,-18.473889,-43.06
MATEUS LEME,MINAS GERAIS        ,6,-19.986666,-44.428056
MATIAS BARBOSA,MINAS GERAIS        ,2,-21.8691643,-43.3180624
MATIPO,MINAS GERAIS        ,7,-20.2896695,-42.3426599
MATOZINHOS,MINAS GERAIS        ,5,-19.5576547,-44.0816035
MATRINCHA,GOIAS               ,2,-15.4357441,-50.749268
MAUA,SAO PAULO           ,19,-23.6669527,-46.4616922
MAUES,AMAZONAS            ,1,-3.3795798,-57.7196072
MEDEIROS NETO,BAHIA               ,4,-17.3728243,-40.2203882
MEDIANEIRA,PARANA,1,-25.2954233,-54.0940666
MENDES,RIO DE JANEIRO      ,1,-22.5269113,-43.7332604
MENDONCA,SAO PAULO           ,2,-21.1838813,-49.579059
MERCES,MINAS GERAIS        ,1,-21.1947265,-43.3407272
MESQUITA,MINAS GERAIS        ,2,-19.221027,-42.6071142
MESQUITA,RIO DE JANEIRO      ,5,-22.783092,-43.4293599
MIGUEL LEAO,PIAUI               ,2,-5.7099281,-42.6407654
MIGUEL PEREIRA,RIO DE JANEIRO      ,3,-22.5309482,-43.5166051
MIGUELOPOLIS,SAO PAULO           ,4,-20.179612,-48.030997
MILAGRES,BAHIA               ,1,-12.864635,-39.861092
MINAS NOVAS,MINAS GERAIS        ,2,-17.2174817,-42.5948698
MINDURI,MINAS GERAIS        ,2,-21.6817218,-44.6036995
MINEIROS,GOIAS               ,4,-17.5653879,-52.5536721
MIRADOURO,MINAS GERAIS        ,9,-20.8905837,-42.3434785
MIRAI,MINAS GERAIS        ,3,-21.1957417,-42.6125153
MIRANDA,MATO GROSSO DO SUL  ,10,-20.2401082,-56.3844728
MIRANDOPOLIS,SAO PAULO           ,7,-21.1328313,-51.1029422
MIRANGABA,BAHIA               ,1,-10.9540277,-40.5764152
MIRASSOL,SAO PAULO           ,4,-20.8141411,-49.507449
MOCOCA,SAO PAULO           ,19,-21.464731,-47.002405
MOEDA,MINAS GERAIS        ,1,-20.333056,-44.0525
MOEMA,MINAS GERAIS        ,5,-19.8435409,-45.4106241
MOGEIRO,PARAIBA             ,2,-7.3019003,-35.4782749
MOGI DAS CRUZES,SAO PAULO           ,55,-23.5234284,-46.1926671
MOGI GUACU,SAO PAULO           ,13,-22.372222,-46.9425
MOGI MIRIM,SAO PAULO           ,23,-22.433123,-46.958246
MONCAO,MARANHAO            ,3,-3.4842036,-45.2515472
MONDAI,SANTA CATARINA,1,-27.1020777,-53.399242
MONGAGUA,SAO PAULO           ,4,-24.0959454,-46.6234361
MONSENHOR PAULO,MINAS GERAIS        ,2,-21.757778,-45.541111
MONTE ALEGRE DO SUL,SAO PAULO           ,1,-22.681861,-46.6798783
MONTE ALEGRE DOS CAMPOS,RIO GRANDE DO SUL,3,-28.6840498,-50.7820322
MONTE ALTO,SAO PAULO           ,5,-21.265545,-48.497066
MONTE BELO,MINAS GERAIS        ,14,-21.3225052,-46.3649768
MONTE CARMELO,MINAS GERAIS        ,3,-18.7260939,-47.4958859
MONTE CASTELO,SANTA CATARINA,2,-26.460989,-50.232724
MONTE MOR,SAO PAULO           ,1,-22.945043,-47.312182
MONTE SANTO DE MINAS,MINAS GERAIS        ,2,-21.189722,-46.98
MONTE SIAO,MINAS GERAIS        ,3,-22.432778,-46.572778
MONTEIRO LOBATO,SAO PAULO           ,4,-22.9553542,-45.8387146
MONTENEGRO,RIO GRANDE DO SUL,2,-29.6826112,-51.4687455
MONTES CLAROS,MINAS GERAIS        ,13,-16.7495727,-43.8687268
MORAUJO,CEARA               ,1,-3.4657654,-40.679146
MORRETES,PARANA,1,-25.4768503,-48.8322501
MORRINHOS,GOIAS               ,6,-17.7333689,-49.105908
MORRO DA GARCA,MINAS GERAIS        ,1,-18.5435188,-44.6030199
MORTUGABA,BAHIA               ,3,-15.0225777,-42.3692646
MOSSORO,RIO GRANDE DO NORTE ,1,-5.1904332,-37.3443872
MOSTARDAS,RIO GRANDE DO SUL,1,-31.10538,-50.916692
MUCUM,RIO GRANDE DO SUL,1,-29.1672546,-51.8745312
MUNDO NOVO,BAHIA               ,2,-11.8573859,-40.4731656
MUNHOZ DE MELO,PARANA,3,-23.1305703,-51.7276729
MUNIZ FREIRE,ESPIRITO SANTO      ,5,-20.4636068,-41.4137007
MUQUI,ESPIRITO SANTO      ,1,-20.9509368,-41.3444285
MURIAE,MINAS GERAIS        ,16,-21.1313485,-42.3628918
MUZAMBINHO,MINAS GERAIS        ,3,-21.3684325,-46.522317
NACIP RAYDAN,MINAS GERAIS        ,2,-18.4575634,-42.2496073
NANUQUE,MINAS GERAIS        ,3,-17.8393915,-40.3494631
NAO-ME-TOQUE,RIO GRANDE DO SUL,1,-28.4575507,-52.8196547
NATAL,RIO GRANDE DO NORTE ,22,-5.805398,-35.2080905
NATERCIA,MINAS GERAIS        ,2,-22.12,-45.511389
NAVIRAI,MATO GROSSO DO SUL  ,2,-23.0622152,-54.2018319
NAZARE DO PIAUI,PIAUI               ,1,-7.046236,-42.7678113
NAZARE PAULISTA,SAO PAULO           ,5,-23.1819309,-46.3992986
NAZARENO,MINAS GERAIS        ,7,-21.2189807,-44.6151354
NEPOMUCENO,MINAS GERAIS        ,14,-21.232744,-45.2352276
NEROPOLIS,GOIAS               ,1,-16.4069816,-49.219438
NHAMUNDA,AMAZONAS            ,1,-2.1921521,-56.7111308
NHANDEARA,SAO PAULO           ,1,-20.6943324,-50.0406028
NILOPOLIS,RIO DE JANEIRO      ,4,-22.8080114,-43.4138222
NINA RODRIGUES,MARANHAO            ,2,-3.467884,-43.91342
NINHEIRA,MINAS GERAIS        ,1,-15.318813,-41.7540325
NISIA FLORESTA,RIO GRANDE DO NORTE ,1,-6.0902674,-35.2085026
NITEROI,RIO DE JANEIRO      ,45,-22.8884,-43.1147
NOBRES,MATO GROSSO         ,1,-14.7196233,-56.3351314
NONOAI,RIO GRANDE DO SUL,1,-27.3660882,-52.7717853
NOVA ALIANCA,SAO PAULO           ,1,-21.0163728,-49.4981128
NOVA AMERICA,GOIAS               ,1,-15.0205889,-49.8952971
NOVA ANDRADINA,MATO GROSSO DO SUL  ,2,-22.2477565,-53.3480621
NOVA ARACA,RIO GRANDE DO SUL,1,-28.6604116,-51.7424776
NOVA AURORA,GOIAS               ,1,-18.0596519,-48.255172
NOVA AURORA,PARANA,1,-24.5282336,-53.2576703
NOVA BASSANO,RIO GRANDE DO SUL,2,-28.7304074,-51.7034689
NOVA CASTILHO,SAO PAULO           ,2,-20.7638386,-50.3427479
NOVA ERA,MINAS GERAIS        ,5,-19.766111,-43.036944
NOVA FRIBURGO,RIO DE JANEIRO      ,32,-22.3061661,-42.4934183
NOVA HARTZ,RIO GRANDE DO SUL,4,-29.5842391,-50.9043246
